,name,PC1,PC2,PC3,PC4,PC5,corDist,description,MaxDist,MeanDist,MaxDist/MeanDist,Gene_Symbol,Pfam,GOBiologicalProcess,SqrtOmega,logNumGOterms,Omega
456,NM_001083539_21,15.72402969,2.100348477,-2.644580448,3.224579808,-0.886320567,0.030743829,"4305. Homo sapiens killer cell immunoglobulin like receptor, three Ig domains and short cytoplasmic tail 1 (KIR3DS1), transcript variant 1, mRNA",0.16046,0.11064268,1.364449136,KIR3DS1,PF00047,GO:0045087 [Name: innate immune response]; GO:0030101 [Name: natural killer cell activation]; GO:0006955 [Name: immune response]; GO:0007165 [Name: signal transduction],1.041116358,1.609437912,1.08392327
458,NM_033034_1,10.62859276,0.329504724,-2.109543174,-0.312861353,1.614877027,0.103514459,"38287. Homo sapiens tripartite motif containing 5 (TRIM5), transcript variant alpha, mRNA",0.0830965,0.04740811,1.752790837,TRIM5,PF00622; PF00643; PF13445,GO:0045087 [Name: innate immune response]; GO:0051091 [Name: positive regulation of sequence-specific DNA binding transcription factor activity]; GO:0051092 [Name: positive regulation of NF-kappaB transcription factor activity]; GO:0006914 [Name: autophagy]; GO:0032880 [Name: regulation of protein localization]; GO:0002218 [Name: activation of innate immune response]; GO:0046597 [Name: negative regulation of viral entry into host cell]; GO:0060333 [Name: interferon-gamma-mediated signaling pathway]; GO:1902187 [Name: negative regulation of viral release from host cell]; GO:0002221 [Name: pattern recognition receptor signaling pathway]; GO:0031664 [Name: regulation of lipopolysaccharide-mediated signaling pathway]; GO:0051607 [Name: defense response to virus]; GO:0043123 [Name: positive regulation of I-kappaB kinase/NF-kappaB signaling]; GO:0043410 [Name: positive regulation of MAPK cascade]; GO:0070534 [Name: protein K63-linked ubiquitination],1.040680106,2.772588722,1.083015083
464,NM_001193289_2,11.35629331,1.179524141,-3.099943031,-2.138557271,1.673116008,0.110389066,"10237. Homo sapiens APOBEC3A and APOBEC3B deletion hybrid (APOBEC3A_B), mRNA",0.146324,0.093360152,1.567306782,APOBEC3A_B,PF08210,GO:0045071 [Name: negative regulation of viral genome replication]; GO:0070383 [Name: DNA cytosine deamination]; GO:0044356 [Name: clearance of foreign intracellular DNA by conversion of DNA cytidine to uridine]; GO:0045087 [Name: innate immune response]; GO:0010529 [Name: negative regulation of transposition]; GO:0080111 [Name: DNA demethylation]; GO:0071466 [Name: cellular response to xenobiotic stimulus]; GO:0051607 [Name: defense response to virus],1.039361038,2.197224577,1.080271366
465,NM_001083539_2,15.02441034,2.377396376,-2.130014115,3.475268361,-1.185344522,0.015762604,"4305. Homo sapiens killer cell immunoglobulin like receptor, three Ig domains and short cytoplasmic tail 1 (KIR3DS1), transcript variant 1, mRNA",0.16046,0.11064268,1.279006165,KIR3DS1,PF00047,GO:0045087 [Name: innate immune response]; GO:0030101 [Name: natural killer cell activation]; GO:0006955 [Name: immune response]; GO:0007165 [Name: signal transduction],1.039305554,1.609437912,1.080156034
467,NM_001083539_26,15.7329298,2.200300248,-2.7537406,3.16726111,-0.956543587,0.029346452,"4305. Homo sapiens killer cell immunoglobulin like receptor, three Ig domains and short cytoplasmic tail 1 (KIR3DS1), transcript variant 1, mRNA",0.16046,0.11064268,1.358639337,KIR3DS1,PF00047,GO:0045087 [Name: innate immune response]; GO:0030101 [Name: natural killer cell activation]; GO:0006955 [Name: immune response]; GO:0007165 [Name: signal transduction],1.038065412,1.609437912,1.077579799
468,NM_001281971_12,14.9589093,5.126825537,-1.556918934,5.009118744,-2.617883143,0.009963737,"15647. Homo sapiens killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4 (KIR2DS4), transcript variant 2 (KIR2DS4*003 allele), mRNA",0.152949,0.11064268,1.22656284,KIR2DS4,PF00047,GO:0045087 [Name: innate immune response],1.037349865,0.693147181,1.076094743
473,NM_145298_1,10.22767394,-2.493794369,-2.587948733,0.794842644,1.900543006,0.148123189,"40253. Homo sapiens apolipoprotein B mRNA editing enzyme catalytic subunit 3F (APOBEC3F), transcript variant 1, mRNA",0.0865934,0.054859307,1.578463259,APOBEC3F,PF08210,GO:0045087 [Name: innate immune response]; GO:0080111 [Name: DNA demethylation]; GO:0051607 [Name: defense response to virus]; GO:0045071 [Name: negative regulation of viral genome replication]; GO:0016553 [Name: base conversion or substitution editing]; GO:0070383 [Name: DNA cytosine deamination]; GO:0009972 [Name: cytidine deamination]; GO:0010529 [Name: negative regulation of transposition]; GO:0048525 [Name: negative regulation of viral process]; GO:0002230 [Name: positive regulation of defense response to virus by host]; GO:0045869 [Name: negative regulation of single stranded viral RNA replication via double stranded DNA intermediate],1.0362536,2.48490665,1.073821523
475,NM_012314_21,15.00028117,2.22493773,-3.233929604,4.096967616,-1.232725678,0.020772245,"31313. Homo sapiens killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4 (KIR2DS4), transcript variant 1, mRNA",0.157987,0.11064268,1.416524793,KIR2DS4,PF00047,GO:0045087 [Name: innate immune response],1.035747643,0.693147181,1.072773179
479,NM_001281971_29,15.47958284,4.570385852,-1.986701967,4.589764767,-2.513368501,0.009197245,"15647. Homo sapiens killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4 (KIR2DS4), transcript variant 2 (KIR2DS4*003 allele), mRNA",0.156068,0.11064268,1.22656284,KIR2DS4,PF00047,GO:0045087 [Name: innate immune response],1.035314259,0.693147181,1.071875614
480,NM_153325_1,10.30011692,-0.825704147,-2.501612885,-1.201292742,1.561623983,0.131344472,"41139. Homo sapiens defensin beta 125 (DEFB125), mRNA",0.0864108,0.054075527,1.597965015,DEFB125,PF13841,GO:0045087 [Name: innate immune response]; GO:0042742 [Name: defense response to bacterium],1.034920962,1.098612289,1.071061399
481,NM_012314_34,14.28223888,4.654518634,-1.367386939,5.081129536,-2.70363163,0.014222265,"31313. Homo sapiens killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4 (KIR2DS4), transcript variant 1, mRNA",0.139277,0.11064268,1.238859376,KIR2DS4,PF00047,GO:0045087 [Name: innate immune response],1.034371577,0.693147181,1.06992456
482,NM_012314_11,14.28223888,4.654518634,-1.367386939,5.081129536,-2.70363163,0.014222265,"31313. Homo sapiens killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4 (KIR2DS4), transcript variant 1, mRNA",0.139277,0.11064268,1.238859376,KIR2DS4,PF00047,GO:0045087 [Name: innate immune response],1.03437153,0.693147181,1.069924462
487,NM_012314_35,14.23508563,4.683435227,-1.359737543,4.802905867,-2.468950978,0.012474023,"31313. Homo sapiens killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4 (KIR2DS4), transcript variant 1, mRNA",0.139343,0.11064268,1.241290044,KIR2DS4,PF00047,GO:0045087 [Name: innate immune response],1.032643135,0.693147181,1.066351845
495,NM_012314_12,14.62534222,4.737741323,-1.233828003,5.197080764,-2.857823328,0.01435397,"31313. Homo sapiens killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4 (KIR2DS4), transcript variant 1, mRNA",0.139277,0.11064268,1.229849314,KIR2DS4,PF00047,GO:0045087 [Name: innate immune response],1.030312259,0.693147181,1.061543351
500,NM_001281971_20,14.60887511,2.114897903,-3.361216767,3.796976181,-1.020991824,0.020546063,"15647. Homo sapiens killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4 (KIR2DS4), transcript variant 2 (KIR2DS4*003 allele), mRNA",0.16046,0.11064268,1.400753903,KIR2DS4,PF00047,GO:0045087 [Name: innate immune response],1.029040287,0.693147181,1.058923913
508,NM_001281971_14,15.1793759,2.680208577,-2.546072691,3.95232946,-1.181954405,0.014885955,"15647. Homo sapiens killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4 (KIR2DS4), transcript variant 2 (KIR2DS4*003 allele), mRNA",0.16046,0.11064268,1.335781397,KIR2DS4,PF00047,GO:0045087 [Name: innate immune response],1.02645474,0.693147181,1.053609333
519,NM_007028_4,7.358306286,-2.109091637,-1.320263441,0.544516507,1.956159325,0.189813346,"30801. Homo sapiens tripartite motif containing 31 (TRIM31), transcript variant 1, mRNA",0.0696856,0.044916144,1.551459989,TRIM31,PF00643,GO:0051091 [Name: positive regulation of sequence-specific DNA binding transcription factor activity]; GO:0046597 [Name: negative regulation of viral entry into host cell]; GO:0060333 [Name: interferon-gamma-mediated signaling pathway]; GO:1902186 [Name: regulation of viral release from host cell]; GO:0032897 [Name: negative regulation of viral transcription]; GO:0016567 [Name: protein ubiquitination]; GO:0045087 [Name: innate immune response],1.023754096,2.079441542,1.048072448
526,NM_007028_7,7.027943498,-2.175278555,-1.331643576,0.509498238,1.977247414,0.198311049,"30801. Homo sapiens tripartite motif containing 31 (TRIM31), transcript variant 1, mRNA",0.0696856,0.044917685,1.551406748,TRIM31,PF00643,GO:0051091 [Name: positive regulation of sequence-specific DNA binding transcription factor activity]; GO:0046597 [Name: negative regulation of viral entry into host cell]; GO:0060333 [Name: interferon-gamma-mediated signaling pathway]; GO:1902186 [Name: regulation of viral release from host cell]; GO:0032897 [Name: negative regulation of viral transcription]; GO:0016567 [Name: protein ubiquitination]; GO:0045087 [Name: innate immune response],1.020941765,2.079441542,1.042322088
527,NM_016382_1,8.861793989,-0.171450619,-1.211411499,-0.306931363,1.628122804,0.1368133,"33478. Homo sapiens CD244 molecule (CD244), transcript variant 1, mRNA",0.0837393,0.049610218,1.687944592,CD244,PF11465; PF13895,GO:0002250 [Name: adaptive immune response]; GO:0002323 [Name: natural killer cell activation involved in immune response]; GO:0007165 [Name: signal transduction]; GO:0032819 [Name: positive regulation of natural killer cell proliferation]; GO:0001773 [Name: myeloid dendritic cell activation]; GO:0045087 [Name: innate immune response]; GO:0050900 [Name: leukocyte migration]; GO:2000566 [Name: positive regulation of CD8-positive. alpha-beta T cell proliferation]; GO:0060732 [Name: positive regulation of inositol phosphate biosynthetic process]; GO:0071663 [Name: positive regulation of granzyme B production]; GO:2000484 [Name: positive regulation of interleukin-8 secretion]; GO:1902715 [Name: positive regulation of interferon-gamma secretion],1.020264972,2.564949357,1.040940613
530,NM_174892_1,12.9608873,0.391341851,-2.603004116,0.128626865,0.11259836,0.063125645,"41870. Homo sapiens CD300 molecule like family member b (CD300LB), mRNA",0.143377,0.083309721,1.72101164,CD300LB,PF07686,GO:0050776 [Name: regulation of immune response]; GO:0045087 [Name: innate immune response],1.019359089,1.098612289,1.039092953
532,NM_014513_6,13.49066461,0.638613837,-3.189399739,0.782261229,0.295754515,0.054174932,"32067. Homo sapiens killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 5 (KIR2DS5), mRNA",0.143239,0.091379216,1.567522747,KIR2DS5,PF00047,GO:0045087 [Name: innate immune response]; GO:0006955 [Name: immune response]; GO:0007165 [Name: signal transduction],1.019184753,1.386294361,1.03873756
557,NM_001083539_28,16.50424992,2.551946612,-3.198248985,4.277757202,-1.150400135,0.051724329,"4305. Homo sapiens killer cell immunoglobulin like receptor, three Ig domains and short cytoplasmic tail 1 (KIR3DS1), transcript variant 1, mRNA",0.16046,0.11064268,1.360551581,KIR3DS1,PF00047,GO:0045087 [Name: innate immune response]; GO:0030101 [Name: natural killer cell activation]; GO:0006955 [Name: immune response]; GO:0007165 [Name: signal transduction],1.015564984,1.609437912,1.031372237
571,NM_007028_5,7.183798221,-2.128933747,-1.265561828,0.535325916,1.929286209,0.193874341,"30801. Homo sapiens tripartite motif containing 31 (TRIM31), transcript variant 1, mRNA",0.0696856,0.044713371,1.558495781,TRIM31,PF00643,GO:0051091 [Name: positive regulation of sequence-specific DNA binding transcription factor activity]; GO:0046597 [Name: negative regulation of viral entry into host cell]; GO:0060333 [Name: interferon-gamma-mediated signaling pathway]; GO:1902186 [Name: regulation of viral release from host cell]; GO:0032897 [Name: negative regulation of viral transcription]; GO:0016567 [Name: protein ubiquitination]; GO:0045087 [Name: innate immune response],1.013587286,2.079441542,1.027359186
576,NM_007028_3,7.576870723,-2.108173164,-1.336380161,0.470367187,2.061119884,0.187111099,"30801. Homo sapiens tripartite motif containing 31 (TRIM31), transcript variant 1, mRNA",0.0696856,0.044631455,1.561356215,TRIM31,PF00643,GO:0051091 [Name: positive regulation of sequence-specific DNA binding transcription factor activity]; GO:0046597 [Name: negative regulation of viral entry into host cell]; GO:1902186 [Name: regulation of viral release from host cell]; GO:0060333 [Name: interferon-gamma-mediated signaling pathway]; GO:0032897 [Name: negative regulation of viral transcription]; GO:0016567 [Name: protein ubiquitination]; GO:0045087 [Name: innate immune response],1.011494042,2.079441542,1.023120196
585,NM_012314_27,13.09130687,2.409015638,-1.753699735,1.606500658,0.219609386,0.035100796,"31313. Homo sapiens killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4 (KIR2DS4), transcript variant 1, mRNA",0.16046,0.11064268,1.475605978,KIR2DS4,PF00047,GO:0045087 [Name: innate immune response],1.010001559,0.693147181,1.020103149
586,NM_012314_8,13.09130687,2.409015638,-1.753699735,1.606500658,0.219609386,0.035100796,"31313. Homo sapiens killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4 (KIR2DS4), transcript variant 1, mRNA",0.16046,0.11064268,1.475605978,KIR2DS4,PF00047,GO:0045087 [Name: innate immune response],1.010001559,0.693147181,1.020103149
593,NM_012314_25,13.64901679,2.247143564,-1.686987545,1.572020555,0.135114731,0.039817068,"31313. Homo sapiens killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4 (KIR2DS4), transcript variant 1, mRNA",0.16046,0.11064268,1.355860076,KIR2DS4,PF00047,GO:0045087 [Name: innate immune response],1.009423063,0.693147181,1.01893492
599,NM_001083539_20,15.20857784,4.425018735,-2.10730352,5.06290683,-3.305769852,0.009197245,"4305. Homo sapiens killer cell immunoglobulin like receptor, three Ig domains and short cytoplasmic tail 1 (KIR3DS1), transcript variant 1, mRNA",0.16046,0.11064268,1.36313049,KIR3DS1,PF00047,GO:0045087 [Name: innate immune response]; GO:0030101 [Name: natural killer cell activation]; GO:0006955 [Name: immune response]; GO:0007165 [Name: signal transduction],1.007850863,1.609437912,1.015763362
600,NM_001083539_10,15.30340896,2.635396242,-3.216348514,4.202152498,-2.035554377,0.029348601,"4305. Homo sapiens killer cell immunoglobulin like receptor, three Ig domains and short cytoplasmic tail 1 (KIR3DS1), transcript variant 1, mRNA",0.16046,0.11064268,1.353989163,KIR3DS1,PF00047,GO:0045087 [Name: innate immune response]; GO:0030101 [Name: natural killer cell activation]; GO:0006955 [Name: immune response]; GO:0007165 [Name: signal transduction],1.007659155,1.609437912,1.015376972
623,NM_001083539_11,15.42280532,2.194267356,-3.182965174,3.909808743,-1.58010475,0.030038606,"4305. Homo sapiens killer cell immunoglobulin like receptor, three Ig domains and short cytoplasmic tail 1 (KIR3DS1), transcript variant 1, mRNA",0.16046,0.11064268,1.317696,KIR3DS1,PF00047,GO:0045087 [Name: innate immune response]; GO:0030101 [Name: natural killer cell activation]; GO:0006955 [Name: immune response]; GO:0007165 [Name: signal transduction],1.003512318,1.609437912,1.007036973
624,NM_001083539_14,15.42280532,2.194267356,-3.182965174,3.909808743,-1.58010475,0.030038606,"4305. Homo sapiens killer cell immunoglobulin like receptor, three Ig domains and short cytoplasmic tail 1 (KIR3DS1), transcript variant 1, mRNA",0.16046,0.11064268,1.317696,KIR3DS1,PF00047,GO:0045087 [Name: innate immune response]; GO:0030101 [Name: natural killer cell activation]; GO:0006955 [Name: immune response]; GO:0007165 [Name: signal transduction],1.003512189,1.609437912,1.007036714
